DateTime,Bid,Ask,Volume
2024-01-08 00:05:06,946.5769,946.67156,7
2024-01-08 00:05:12,946.63192,946.72659,4
2024-01-08 00:05:18,946.56727,946.66193,1
2024-01-08 00:05:24,946.68618,946.78085,7
2024-01-08 00:05:30,946.60353,946.6982,7
2024-01-08 00:05:36,946.71763,946.81231,3
2024-01-08 00:05:42,946.58468,946.67935,6
2024-01-08 00:05:48,946.56589,946.66055,6
2024-01-08 00:05:54,946.61959,946.71426,8
2024-01-08 00:06:00,946.67598,946.77065,4
2024-01-08 00:06:06,946.66321,946.75788,4
2024-01-08 00:06:12,946.59185,946.68651,3
2024-01-08 00:06:18,946.68877,946.78344,3
2024-01-08 00:06:24,946.68056,946.77524,1
2024-01-08 00:06:30,946.66529,946.75996,3
2024-01-08 00:06:36,946.58017,946.67483,9
2024-01-08 00:06:42,946.6655,946.76017,3
2024-01-08 00:06:48,946.65647,946.75114,2
2024-01-08 00:06:54,946.57687,946.67153,2
2024-01-08 00:07:00,946.56971,946.66437,5
2024-01-08 00:07:06,946.67147,946.76614,2
2024-01-08 00:07:12,946.66501,946.75968,7
2024-01-08 00:07:18,946.6707,946.76537,3
2024-01-08 00:07:24,946.73171,946.82639,2
2024-01-08 00:07:30,946.66934,946.76402,2
2024-01-08 00:07:36,946.669,946.76367,5
2024-01-08 00:07:42,946.68156,946.77623,1
2024-01-08 00:07:48,946.58014,946.6748,1
2024-01-08 00:07:54,946.60803,946.7027,2
2024-01-08 00:08:00,946.67143,946.7661,1
2024-01-08 00:08:06,946.62063,946.71529,7
2024-01-08 00:08:12,946.68558,946.78026,1
2024-01-08 00:08:18,946.7069,946.80157,8
2024-01-08 00:08:24,946.71612,946.8108,6
2024-01-08 00:08:30,946.70717,946.80184,2
2024-01-08 00:08:36,946.58376,946.67842,7
2024-01-08 00:08:42,946.57311,946.66777,3
2024-01-08 00:08:48,946.74233,946.83701,8
2024-01-08 00:08:54,946.57002,946.66468,2
2024-01-08 00:09:00,946.68183,946.77651,6
2024-01-08 00:09:06,946.64718,946.74185,9
2024-01-08 00:09:12,946.57652,946.67118,4
2024-01-08 00:09:18,946.61926,946.71393,8
2024-01-08 00:09:24,946.63411,946.72878,6
2024-01-08 00:09:30,946.65522,946.74989,9
2024-01-08 00:09:36,946.70169,946.79637,2
2024-01-08 00:09:42,946.65707,946.75174,1
2024-01-08 00:09:48,946.58655,946.68121,3
2024-01-08 00:09:54,946.55252,946.64718,8
2024-01-08 00:10:00,946.6064,946.70106,7
2024-01-08 00:10:06,946.58487,946.67953,1
2024-01-08 00:10:12,946.61127,946.70593,4
2024-01-08 00:10:18,946.53265,946.62731,3
2024-01-08 00:10:24,946.63883,946.7335,5
2024-01-08 00:10:30,946.65384,946.74851,2
2024-01-08 00:10:36,946.59768,946.69235,8
2024-01-08 00:10:42,946.68589,946.78057,9
2024-01-08 00:10:48,946.66583,946.76051,6
2024-01-08 00:10:54,946.65898,946.75366,5
2024-01-08 00:11:00,946.64889,946.74356,5
2024-01-08 00:11:06,946.61711,946.71177,1
2024-01-08 00:11:12,946.63062,946.72528,7
2024-01-08 00:11:18,946.65579,946.75046,6
2024-01-08 00:11:24,946.66565,946.76032,8
2024-01-08 00:11:30,946.59304,946.68771,4
2024-01-08 00:11:36,946.60387,946.69854,3
2024-01-08 00:11:42,946.60533,946.7,3
2024-01-08 00:11:48,946.75303,946.84771,7
2024-01-08 00:11:54,946.67772,946.7724,9
2024-01-08 00:12:00,946.6959,946.79057,6
2024-01-08 00:12:06,946.63989,946.73455,9
2024-01-08 00:12:12,946.64024,946.73491,9
2024-01-08 00:12:18,946.68147,946.77614,9
2024-01-08 00:12:24,946.60751,946.70217,9
2024-01-08 00:12:30,946.67792,946.77259,1
2024-01-08 00:12:36,946.6861,946.78077,6
2024-01-08 00:12:42,946.61247,946.70714,2
2024-01-08 00:12:48,946.74047,946.83515,3
2024-01-08 00:12:54,946.63253,946.7272,9
2024-01-08 00:13:00,946.61261,946.70728,4
2024-01-08 00:13:06,946.57794,946.6726,4
2024-01-08 00:13:12,946.6022,946.69687,4
2024-01-08 00:13:18,946.61851,946.71318,5
2024-01-08 00:13:24,946.61164,946.70631,6
2024-01-08 00:13:30,946.66065,946.75532,3
2024-01-08 00:13:36,946.56582,946.66048,9
2024-01-08 00:13:42,946.61581,946.71047,3
2024-01-08 00:13:48,946.59565,946.69032,8
2024-01-08 00:13:54,946.58776,946.68243,3
2024-01-08 00:14:00,946.61201,946.70668,8
2024-01-08 00:14:06,946.70069,946.79537,6
2024-01-08 00:14:12,946.58083,946.6755,5
2024-01-08 00:14:18,946.63633,946.731,5
2024-01-08 00:14:24,946.64962,946.74429,6
2024-01-08 00:14:30,946.67083,946.7655,6
2024-01-08 00:14:36,946.55831,946.65297,9
2024-01-08 00:14:42,946.66005,946.75472,4
2024-01-08 00:14:48,946.62335,946.71802,7
2024-01-08 00:14:54,946.66754,946.76221,3
2024-01-08 00:15:00,946.58691,946.68157,6
2024-01-08 00:15:06,946.68014,946.77481,5
2024-01-08 00:15:12,946.64609,946.74076,8
2024-01-08 00:15:18,946.62911,946.72378,4
2024-01-08 00:15:24,946.66567,946.76034,6
2024-01-08 00:15:30,946.61824,946.71291,1
2024-01-08 00:15:36,946.59068,946.68534,3
2024-01-08 00:15:42,946.66253,946.7572,7
2024-01-08 00:15:48,946.5965,946.69116,3
2024-01-08 00:15:54,946.62078,946.71545,2
2024-01-08 00:16:00,946.54569,946.64035,7
2024-01-08 00:16:06,946.64352,946.73818,2
2024-01-08 00:16:12,946.59141,946.68607,3
2024-01-08 00:16:18,946.61735,946.71201,4
2024-01-08 00:16:24,946.60232,946.69698,8
2024-01-08 00:16:30,946.61508,946.70974,7
2024-01-08 00:16:36,946.65627,946.75094,3
2024-01-08 00:16:42,946.65017,946.74484,8
2024-01-08 00:16:48,946.65919,946.75386,2
2024-01-08 00:16:54,946.57843,946.67309,6
2024-01-08 00:17:00,946.63261,946.72727,8
2024-01-08 00:17:06,946.64407,946.73874,6
2024-01-08 00:17:12,946.56586,946.66052,3
2024-01-08 00:17:18,946.63137,946.72604,8
2024-01-08 00:17:24,946.70084,946.79551,6
2024-01-08 00:17:30,946.68361,946.77828,8
2024-01-08 00:17:36,946.61351,946.70818,4
2024-01-08 00:17:42,946.62661,946.72128,3
2024-01-08 00:17:48,946.57355,946.66821,5
2024-01-08 00:17:54,946.6018,946.69647,1
2024-01-08 00:18:00,946.61645,946.71111,6
2024-01-08 00:18:06,946.61078,946.70544,5
2024-01-08 00:18:12,946.68077,946.77544,2
2024-01-08 00:18:18,946.64883,946.74349,9
2024-01-08 00:18:24,946.64735,946.74201,2
2024-01-08 00:18:30,946.61063,946.7053,2
2024-01-08 00:18:36,946.6108,946.70546,7
2024-01-08 00:18:42,946.63594,946.73061,4
2024-01-08 00:18:48,946.64457,946.73924,6
2024-01-08 00:18:54,946.59445,946.68911,6
2024-01-08 00:19:00,946.61705,946.71172,8
2024-01-08 00:19:06,946.67342,946.76809,1
2024-01-08 00:19:12,946.6201,946.71476,1
2024-01-08 00:19:18,946.56524,946.6599,7
2024-01-08 00:19:24,946.63042,946.72509,4
2024-01-08 00:19:30,946.58831,946.68297,7
2024-01-08 00:19:36,946.62265,946.71732,8
2024-01-08 00:19:42,946.60754,946.70221,1
2024-01-08 00:19:48,946.58495,946.67962,9
2024-01-08 00:19:54,946.69678,946.79145,3
2024-01-08 00:20:00,946.67227,946.76695,5
2024-01-08 00:20:06,946.55508,946.64974,5
2024-01-08 00:20:12,946.62266,946.71732,2
2024-01-08 00:20:18,946.69502,946.7897,9
2024-01-08 00:20:24,946.57522,946.66988,8
2024-01-08 00:20:30,946.68609,946.78076,5
2024-01-08 00:20:36,946.64957,946.74424,6
2024-01-08 00:20:42,946.6545,946.74917,5
2024-01-08 00:20:48,946.6157,946.71037,2
2024-01-08 00:20:54,946.74023,946.8349,4
2024-01-08 00:21:00,946.66111,946.75578,5
2024-01-08 00:21:06,946.62772,946.72239,9
2024-01-08 00:21:12,946.64855,946.74322,2
2024-01-08 00:21:18,946.68636,946.78103,9
2024-01-08 00:21:24,946.58505,946.67971,7
2024-01-08 00:21:30,946.65324,946.74791,1
2024-01-08 00:21:36,946.62182,946.71649,2
2024-01-08 00:21:42,946.61171,946.70637,3
2024-01-08 00:21:48,946.69039,946.78507,8
2024-01-08 00:21:54,946.61615,946.71082,1
2024-01-08 00:22:00,946.64889,946.74356,7
2024-01-08 00:22:06,946.52445,946.61911,7
2024-01-08 00:22:12,946.62053,946.7152,8
2024-01-08 00:22:18,946.58009,946.67475,3
2024-01-08 00:22:24,946.69007,946.78475,3
2024-01-08 00:22:30,946.66471,946.75938,1
2024-01-08 00:22:36,946.66706,946.76173,5
2024-01-08 00:22:42,946.59876,946.69342,5
2024-01-08 00:22:48,946.62326,946.71793,4
2024-01-08 00:22:54,946.55613,946.65079,3
2024-01-08 00:23:00,946.68726,946.78193,5
2024-01-08 00:23:06,946.58572,946.68038,9
2024-01-08 00:23:12,946.57748,946.67214,7
2024-01-08 00:23:18,946.56175,946.65641,1
2024-01-08 00:23:24,946.60363,946.69829,7
2024-01-08 00:23:30,946.69577,946.79044,1
2024-01-08 00:23:36,946.62761,946.72228,3
2024-01-08 00:23:42,946.58645,946.68111,9
2024-01-08 00:23:48,946.6535,946.74817,3
2024-01-08 00:23:54,946.61229,946.70696,6
2024-01-08 00:24:00,946.6607,946.75537,2
2024-01-08 00:24:06,946.51646,946.61112,7
2024-01-08 00:24:12,946.69401,946.78868,4
2024-01-08 00:24:18,946.65869,946.75336,5
2024-01-08 00:24:24,946.54438,946.63904,6
2024-01-08 00:24:30,946.66206,946.75673,7
2024-01-08 00:24:36,946.66787,946.76254,1
2024-01-08 00:24:42,946.6152,946.70986,6
2024-01-08 00:24:48,946.67924,946.77392,9
2024-01-08 00:24:54,946.66518,946.75985,1
2024-01-08 00:25:00,946.59222,946.68689,8
2024-01-08 00:25:06,946.62754,946.7222,2
2024-01-08 00:25:12,946.51574,946.6104,6
2024-01-08 00:25:18,946.64217,946.73684,1
2024-01-08 00:25:24,946.62864,946.72331,1
2024-01-08 00:25:30,946.57628,946.67094,1
2024-01-08 00:25:36,946.60288,946.69754,9
2024-01-08 00:25:42,946.59206,946.68672,4
2024-01-08 00:25:48,946.64774,946.74241,7
2024-01-08 00:25:54,946.64385,946.73852,2
2024-01-08 00:26:00,946.71231,946.80699,1
2024-01-08 00:26:06,946.63361,946.72828,3
2024-01-08 00:26:12,946.60948,946.70414,7
2024-01-08 00:26:18,946.56861,946.66327,4
2024-01-08 00:26:24,946.63889,946.73356,8
2024-01-08 00:26:30,946.66196,946.75663,3
2024-01-08 00:26:36,946.55073,946.64539,8
2024-01-08 00:26:42,946.60333,946.698,2
2024-01-08 00:26:48,946.64185,946.73652,3
2024-01-08 00:26:54,946.58555,946.68021,3
2024-01-08 00:27:00,946.66496,946.75963,5
2024-01-08 00:27:06,946.64472,946.73939,7
2024-01-08 00:27:12,946.68363,946.7783,9
2024-01-08 00:27:18,946.63057,946.72524,1
2024-01-08 00:27:24,946.56081,946.65547,2
2024-01-08 00:27:30,946.64107,946.73573,4
2024-01-08 00:27:36,946.64881,946.74348,2
2024-01-08 00:27:42,946.59287,946.68754,5
2024-01-08 00:27:48,946.63062,946.72529,2
2024-01-08 00:27:54,946.64584,946.74051,1
2024-01-08 00:28:00,946.65545,946.75012,4
2024-01-08 00:28:06,946.59622,946.69088,8
2024-01-08 00:28:12,946.53402,946.62868,2
2024-01-08 00:28:18,946.61328,946.70795,4
2024-01-08 00:28:24,946.56603,946.66069,9
2024-01-08 00:28:30,946.62031,946.71498,9
2024-01-08 00:28:36,946.60692,946.70159,7
2024-01-08 00:28:42,946.62854,946.72321,2
2024-01-08 00:28:48,946.63329,946.72796,4
2024-01-08 00:28:54,946.62452,946.71919,3
2024-01-08 00:29:00,946.63872,946.73339,9
2024-01-08 00:29:06,946.67433,946.76901,9
2024-01-08 00:29:12,946.63255,946.72722,9
2024-01-08 00:29:18,946.60685,946.70151,9
2024-01-08 00:29:24,946.63297,946.72764,7
2024-01-08 00:29:30,946.58266,946.67733,8
2024-01-08 00:29:36,946.50096,946.59561,2
2024-01-08 00:29:42,946.50722,946.60187,6
2024-01-08 00:29:48,946.56821,946.66287,5
2024-01-08 00:29:54,946.62277,946.71744,5
2024-01-08 00:30:00,946.69212,946.7868,5
2024-01-08 00:30:06,946.57494,946.6696,6
2024-01-08 00:30:12,946.55528,946.64994,6
2024-01-08 00:30:18,946.55705,946.65171,2
2024-01-08 00:30:24,946.63577,946.73044,7
2024-01-08 00:30:30,946.69263,946.7873,1
2024-01-08 00:30:36,946.61056,946.70522,2
2024-01-08 00:30:42,946.56506,946.65973,5
2024-01-08 00:30:48,946.65202,946.74669,6
2024-01-08 00:30:54,946.60179,946.69645,3
2024-01-08 00:31:00,946.66354,946.75821,5
2024-01-08 00:31:06,946.56193,946.65659,9
2024-01-08 00:31:12,946.65861,946.75328,1
2024-01-08 00:31:18,946.53622,946.63088,9
2024-01-08 00:31:24,946.68189,946.77656,7
2024-01-08 00:31:30,946.66825,946.76292,7
2024-01-08 00:31:36,946.62236,946.71702,9
2024-01-08 00:31:42,946.61326,946.70793,2
2024-01-08 00:31:48,946.64466,946.73933,8
2024-01-08 00:31:54,946.62591,946.72057,2
2024-01-08 00:32:00,946.6487,946.74337,8
2024-01-08 00:32:06,946.553,946.64766,8
2024-01-08 00:32:12,946.56786,946.66252,3
2024-01-08 00:32:18,946.53067,946.62533,9
2024-01-08 00:32:24,946.65171,946.74638,1
2024-01-08 00:32:30,946.67495,946.76962,3
2024-01-08 00:32:36,946.58757,946.68223,2
2024-01-08 00:32:42,946.57007,946.66473,6
2024-01-08 00:32:48,946.60814,946.7028,6
2024-01-08 00:32:54,946.68847,946.78314,1
2024-01-08 00:33:00,946.70338,946.79806,2
2024-01-08 00:33:06,946.71559,946.81026,1
2024-01-08 00:33:12,946.61309,946.70776,5
2024-01-08 00:33:18,946.62071,946.71537,8
2024-01-08 00:33:24,946.69357,946.78824,1
2024-01-08 00:33:30,946.63282,946.72749,5
2024-01-08 00:33:36,946.60765,946.70232,7
2024-01-08 00:33:42,946.59941,946.69408,2
2024-01-08 00:33:48,946.52636,946.62102,2
2024-01-08 00:33:54,946.69117,946.78585,4
2024-01-08 00:34:00,946.59088,946.68554,3
2024-01-08 00:34:06,946.62162,946.71629,5
2024-01-08 00:34:12,946.62085,946.71551,3
2024-01-08 00:34:18,946.68277,946.77744,4
2024-01-08 00:34:24,946.65132,946.74599,3
2024-01-08 00:34:30,946.66729,946.76196,6
2024-01-08 00:34:36,946.60246,946.69712,9
2024-01-08 00:34:42,946.69831,946.79298,1
2024-01-08 00:34:48,946.5962,946.69086,5
2024-01-08 00:34:54,946.66259,946.75726,9
2024-01-08 00:35:00,946.56174,946.65641,3
2024-01-08 00:35:06,946.62462,946.71928,2
2024-01-08 00:35:12,946.68399,946.77866,2
2024-01-08 00:35:18,946.64194,946.7366,1
2024-01-08 00:35:24,946.66668,946.76135,9
2024-01-08 00:35:30,946.69976,946.79443,7
2024-01-08 00:35:36,946.6432,946.73786,9
2024-01-08 00:35:42,946.57797,946.67263,2
2024-01-08 00:35:48,946.58467,946.67934,7
2024-01-08 00:35:54,946.61422,946.70889,1
2024-01-08 00:36:00,946.59202,946.68669,2
2024-01-08 00:36:06,946.62425,946.71892,4
2024-01-08 00:36:12,946.57462,946.66928,7
2024-01-08 00:36:18,946.65032,946.74499,6
2024-01-08 00:36:24,946.55279,946.64745,1
2024-01-08 00:36:30,946.65323,946.7479,8
2024-01-08 00:36:36,946.69334,946.78802,6
2024-01-08 00:36:42,946.6236,946.71827,6
2024-01-08 00:36:48,946.6451,946.73977,4
2024-01-08 00:36:54,946.61498,946.70965,5
2024-01-08 00:37:00,946.49863,946.59329,7
2024-01-08 00:37:06,946.66472,946.75939,2
2024-01-08 00:37:12,946.62568,946.72035,9
2024-01-08 00:37:18,946.58591,946.68057,1
2024-01-08 00:37:24,946.63017,946.72483,1
2024-01-08 00:37:30,946.58639,946.68105,7
2024-01-08 00:37:36,946.61794,946.71261,5
2024-01-08 00:37:42,946.563,946.65766,2
2024-01-08 00:37:48,946.61007,946.70473,6
2024-01-08 00:37:54,946.60438,946.69905,9
2024-01-08 00:38:00,946.61857,946.71324,7
2024-01-08 00:38:06,946.65284,946.74751,3
2024-01-08 00:38:12,946.68753,946.7822,2
2024-01-08 00:38:18,946.66663,946.7613,4
2024-01-08 00:38:24,946.60943,946.70409,1
2024-01-08 00:38:30,946.62614,946.72081,5
2024-01-08 00:38:36,946.5973,946.69196,6
2024-01-08 00:38:42,946.64064,946.73531,5
2024-01-08 00:38:48,946.65679,946.75146,5
2024-01-08 00:38:54,946.59989,946.69455,6
2024-01-08 00:39:00,946.60273,946.69739,9
2024-01-08 00:39:06,946.60051,946.69517,8
2024-01-08 00:39:12,946.63949,946.73416,4
2024-01-08 00:39:18,946.65715,946.75182,8
2024-01-08 00:39:24,946.58709,946.68175,4
2024-01-08 00:39:30,946.49371,946.58837,3
2024-01-08 00:39:36,946.65021,946.74488,2
2024-01-08 00:39:42,946.60389,946.69856,9
2024-01-08 00:39:48,946.65006,946.74473,3
2024-01-08 00:39:54,946.64446,946.73913,4
2024-01-08 00:40:00,946.577,946.67166,2
2024-01-08 00:40:06,946.5522,946.64686,2
2024-01-08 00:40:12,946.62319,946.71786,6
2024-01-08 00:40:18,946.68213,946.7768,2
2024-01-08 00:40:24,946.57178,946.66644,4
2024-01-08 00:40:30,946.59791,946.69257,7
2024-01-08 00:40:36,946.52088,946.61553,3
2024-01-08 00:40:42,946.69152,946.78619,6
2024-01-08 00:40:48,946.62537,946.72003,6
2024-01-08 00:40:54,946.60113,946.6958,4
2024-01-08 00:41:00,946.59061,946.68527,2
2024-01-08 00:41:06,946.5639,946.65856,6
2024-01-08 00:41:12,946.60329,946.69796,9
2024-01-08 00:41:18,946.61525,946.70992,4
2024-01-08 00:41:24,946.59382,946.68849,9
2024-01-08 00:41:30,946.55436,946.64902,4
2024-01-08 00:41:36,946.65969,946.75437,1
2024-01-08 00:41:42,946.51491,946.60956,6
2024-01-08 00:41:48,946.5597,946.65436,1
2024-01-08 00:41:54,946.67198,946.76665,2
2024-01-08 00:42:00,946.70311,946.79779,6
2024-01-08 00:42:06,946.63968,946.73435,4
2024-01-08 00:42:12,946.66104,946.75571,6
2024-01-08 00:42:18,946.56512,946.65978,2
2024-01-08 00:42:24,946.62621,946.72088,3
2024-01-08 00:42:30,946.548,946.64266,2
2024-01-08 00:42:36,946.52944,946.6241,4
2024-01-08 00:42:42,946.64208,946.73675,5
2024-01-08 00:42:48,946.55482,946.64948,4
2024-01-08 00:42:54,946.66667,946.76134,5
2024-01-08 00:43:00,946.60129,946.69596,2
2024-01-08 00:43:06,946.63913,946.7338,5
2024-01-08 00:43:12,946.74401,946.83869,3
2024-01-08 00:43:18,946.56724,946.6619,2
2024-01-08 00:43:24,946.54843,946.64309,9
2024-01-08 00:43:30,946.63592,946.73059,4
2024-01-08 00:43:36,946.60338,946.69804,1
2024-01-08 00:43:42,946.63764,946.73231,2
2024-01-08 00:43:48,946.59933,946.69399,2
2024-01-08 00:43:54,946.65373,946.7484,4
2024-01-08 00:44:00,946.59264,946.68731,9
2024-01-08 00:44:06,946.6228,946.71747,4
2024-01-08 00:44:12,946.6582,946.75287,3
2024-01-08 00:44:18,946.57542,946.67008,3
2024-01-08 00:44:24,946.55833,946.65299,7
2024-01-08 00:44:30,946.65727,946.75194,7
2024-01-08 00:44:36,946.63829,946.73295,2
2024-01-08 00:44:42,946.61495,946.70961,9
2024-01-08 00:44:48,946.62366,946.71832,2
2024-01-08 00:44:54,946.57876,946.67342,1
2024-01-08 00:45:00,946.59976,946.69443,4
2024-01-08 00:45:06,946.60954,946.7042,9
2024-01-08 00:45:12,946.63566,946.73033,2
2024-01-08 00:45:18,946.5699,946.66456,3
2024-01-08 00:45:24,946.66304,946.75771,6
2024-01-08 00:45:30,946.56662,946.66128,8
2024-01-08 00:45:36,946.59521,946.68987,1
2024-01-08 00:45:42,946.64731,946.74198,6
2024-01-08 00:45:48,946.55324,946.6479,4
2024-01-08 00:45:54,946.59741,946.69208,7
2024-01-08 00:46:00,946.56848,946.66315,5
2024-01-08 00:46:06,946.56511,946.65977,6
2024-01-08 00:46:12,946.55266,946.64732,3
2024-01-08 00:46:18,946.60382,946.69848,7
2024-01-08 00:46:24,946.56496,946.65962,5
2024-01-08 00:46:30,946.66692,946.76159,8
2024-01-08 00:46:36,946.63037,946.72504,5
2024-01-08 00:46:42,946.57699,946.67165,3
2024-01-08 00:46:48,946.67246,946.76713,7
2024-01-08 00:46:54,946.56852,946.66319,8
2024-01-08 00:47:00,946.69452,946.78919,2
2024-01-08 00:47:06,946.5902,946.68487,4
2024-01-08 00:47:12,946.68501,946.77969,9
2024-01-08 00:47:18,946.67696,946.77164,3
2024-01-08 00:47:24,946.57504,946.66971,9
2024-01-08 00:47:30,946.64949,946.74416,2
2024-01-08 00:47:36,946.62446,946.71913,8
2024-01-08 00:47:42,946.58324,946.6779,6
2024-01-08 00:47:48,946.55537,946.65003,3
2024-01-08 00:47:54,946.66745,946.76212,4
2024-01-08 00:48:00,946.59869,946.69336,3
2024-01-08 00:48:06,946.58437,946.67904,8
2024-01-08 00:48:12,946.5878,946.68246,7
2024-01-08 00:48:18,946.63081,946.72548,4
2024-01-08 00:48:24,946.61786,946.71252,7
2024-01-08 00:48:30,946.64437,946.73904,3
2024-01-08 00:48:36,946.59269,946.68736,2
2024-01-08 00:48:42,946.56038,946.65504,3
2024-01-08 00:48:48,946.58242,946.67708,9
2024-01-08 00:48:54,946.57545,946.67011,7
2024-01-08 00:49:00,946.61947,946.71413,1
2024-01-08 00:49:06,946.66952,946.76419,5
2024-01-08 00:49:12,946.57542,946.67009,1
2024-01-08 00:49:18,946.65601,946.75068,1
2024-01-08 00:49:24,946.6024,946.69706,1
2024-01-08 00:49:30,946.64416,946.73883,4
2024-01-08 00:49:36,946.72443,946.8191,9
2024-01-08 00:49:42,946.57719,946.67186,9
2024-01-08 00:49:48,946.6202,946.71486,3
2024-01-08 00:49:54,946.66927,946.76394,5
2024-01-08 00:50:00,946.54816,946.64282,8
2024-01-08 00:50:06,946.65062,946.74529,1
2024-01-08 00:50:12,946.622,946.71667,8
2024-01-08 00:50:18,946.50637,946.60102,1
2024-01-08 00:50:24,946.51241,946.60706,7
2024-01-08 00:50:30,946.65257,946.74724,9
2024-01-08 00:50:36,946.57405,946.66871,4
2024-01-08 00:50:42,946.52245,946.6171,9
2024-01-08 00:50:48,946.64765,946.74232,8
2024-01-08 00:50:54,946.64743,946.7421,5
2024-01-08 00:51:00,946.64498,946.73964,8
2024-01-08 00:51:06,946.64112,946.73579,3
2024-01-08 00:51:12,946.58768,946.68235,8
2024-01-08 00:51:18,946.62527,946.71993,4
2024-01-08 00:51:24,946.62026,946.71493,3
2024-01-08 00:51:30,946.57559,946.67025,1
2024-01-08 00:51:36,946.55727,946.65193,9
2024-01-08 00:51:42,946.53367,946.62833,3
2024-01-08 00:51:48,946.52563,946.62029,9
2024-01-08 00:51:54,946.53989,946.63455,8
2024-01-08 00:52:00,946.56334,946.658,3
2024-01-08 00:52:06,946.61307,946.70774,1
2024-01-08 00:52:12,946.58703,946.6817,1
2024-01-08 00:52:18,946.56926,946.66392,7
2024-01-08 00:52:24,946.66253,946.75721,5
2024-01-08 00:52:30,946.57253,946.66719,6
2024-01-08 00:52:36,946.47416,946.56881,1
2024-01-08 00:52:42,946.62863,946.7233,8
2024-01-08 00:52:48,946.58116,946.67582,2
2024-01-08 00:52:54,946.5141,946.60876,5
2024-01-08 00:53:00,946.61683,946.71149,5
2024-01-08 00:53:06,946.5747,946.66936,7
2024-01-08 00:53:12,946.5723,946.66696,2
2024-01-08 00:53:18,946.57329,946.66795,4
2024-01-08 00:53:24,946.53628,946.63094,7
2024-01-08 00:53:30,946.56641,946.66107,2
2024-01-08 00:53:36,946.6085,946.70317,9
2024-01-08 00:53:42,946.65281,946.74748,2
2024-01-08 00:53:48,946.56839,946.66305,9
2024-01-08 00:53:54,946.56703,946.6617,1
2024-01-08 00:54:00,946.62978,946.72445,3
2024-01-08 00:54:06,946.57953,946.67419,4
2024-01-08 00:54:12,946.58456,946.67923,5
2024-01-08 00:54:18,946.53102,946.62567,2
2024-01-08 00:54:24,946.50987,946.60453,7
2024-01-08 00:54:30,946.62765,946.72232,1
2024-01-08 00:54:36,946.62543,946.7201,9
2024-01-08 00:54:42,946.6135,946.70816,9
2024-01-08 00:54:48,946.52747,946.62213,3
2024-01-08 00:54:54,946.62524,946.71991,1
2024-01-08 00:55:00,946.57166,946.66632,5
2024-01-08 00:55:06,946.5351,946.62976,7
2024-01-08 00:55:12,946.58832,946.68298,4
2024-01-08 00:55:18,946.57307,946.66774,2
2024-01-08 00:55:24,946.61313,946.70779,3
2024-01-08 00:55:30,946.56336,946.65802,5
2024-01-08 00:55:36,946.61633,946.711,7
2024-01-08 00:55:42,946.52611,946.62076,8
2024-01-08 00:55:48,946.63829,946.73296,5
